comment_text,toxic
"More utter nonsense coming from you.   The police fired  blunt impact projectiles to first break the windows of the vehicle.   Once they were broken they could then shoot inside the vehicle, and they then shot gas projectiles inside.   The gas then forced them all to come out.

Your ignorance here is truly overwhelming.  None of those additional shots were bullets.   They were blunt impact and gas shells.",1
You call this hunting?,0
"Tuesday Jan. 13, members of 
this socalled 'militia' traveled to
John Day,Or to try to enlist the sherif 
there to come to Malheur and support them. He refused to go
without the approval of the local 
sheriff in Burns, Dave Ward.
Sheriff Ward said he only wanted 
The John Day sheriff to come to
Burns if he would be willing to 'shame and humiliate' the trespassers into leaving.
The Bundy Bunch are armed terrorist idiots who are attempting to poison my State with their toxic and divisive brand of 'politics'. They need to be arrested and prosecuted.
Rallies to support public lands and
the Malheur Refuge are being held in 
PDX, Eugene, and other cities across 
Or. next Tuesday Jan. 19: check out
#SupportMalheur.
And yes, I have lived in both rural 
Or (25 years) and urban Or.",1
"satkins93 — “More than 12 lanes of new traffic does not fix congestion. You can not build your way out of Conjection.

ME — Please quit repeating Sierra Club lies. Here is the truth from several sources:
http://www.debunkingportland.com/roads/buildwayout.htm
http://www.debunkingportland.com/transit_congestion.html

BTW, if you can’t build your way out of congestion, why build light rail?

satkins93 — “ The CRC would have reduced congestion. If for no other reason people don’t like to pay tolls. Stupid logic but that what studies suggest. More Bridges the more congestion. Portland, “Just say No”

ME— Sure you can reduce driving by hurting people with higher costs, making them choose between paying tolls and keeping their kids fed. Why do you propose hurting people?",1
"That's a typo, now corrected in the online version. The sentence should read, ""fewer than 1 in 3 had obtained a driver's license..."".
--Jackman Wilson, editorial page editor, The Register-Guard.",0
"I was thinking that too. As a White guy who ""enjoys"" white privilege, I am not in a position to understand Black Lives Matter like a person of color might. But let me try to explain why I think Sanders has been focused on economic justice instead of racial or legal justice.
Some assumptions: Blacks have been inordinately impacted by the growing disparity of wealth. White group have proposed that the problem is that Black people lack a work ethic. They do not see the unequal funding of schools, lack of infrastructure, quality housing, and attraction to gangs as a way out of a future of despair.  Added to this are the Right wing establishment like the Heritage Foundation, CATO Institute and Limbaugh that churn out fictions called ""white guilt"" and ""politically correct""  to ignore this economic based discrimination. Sanders would say you cannot begin to address prejudice until the injustice of the economic system is fixed.  So he seems insensitive to the Black Lives Matter.",0
"I know right?

Textiles got all stupidly expensive when we stopped allowing eight year old kids dodge around the machinery. 

Why would we stop such a good thing when were had such a usable textile industry?",1
"Tax breaks to make up for higher wages? What? Don't employers already deduct labor costs? 
It's just not feasible that employers who now pay $9 an hour would soon pay $12 out of the same structure. That money has to come from somewhere - consumers and taxpayers, or both.",0
"in other words they knew Oregon voters would kill $15 an hour minimum wage, and pushed through this stupidity while they could.
 I am disabled and unemployable. federal laws suspends the minimum wage law and restores my right to negotiate my own wage for the work I render. I can legally work for less than the minimum wage so that I can attain employment as is my right. What this profound stupidity has done is kill trickle up economics 101, and is going to force people to work under the table illegally in order to gain employment. This is not equal rights and equal opportunity. Jobs that once provided priceless opportunity to attain skills and experience needed to attain better paying jobs now require skills and experience to attain. Once again democrats are stripping citizens of our rights to expand the liberal plantation.",1
"testing purposes: 

you are an idiot and i can't stand ignorant donutholes.",1
"Perhaps it will be animated and sort of drip and ooze, like a Dali painting.",0
I've never even noticed this place... but that damn fish/garden store has been an eyesore for years. It should be bulldozed.,1
"There's no tuition at most European universities, so the question rarely comes up.",0
"Yes, you welfare cowboys are such victims. Time to back away from the federal trough and, if you really want to be a rancher, find a place where you can do that profitably without a federal subsidy. Eastern Oregon is not such a place.",0
"how shameful, a jew practising eugenics",1
"I can identify with your feelings. I worked in the trenches in politics for 25 years, and that was in a place where Republicans run unopposed! I'm still recovering, but now pursuing other interests. As to the Sanders supporters, and I am one, they are just frustrated that someone who is truly left has to tackle the Democratic Party establishment to even have a chance to be heard. I'm not interested in attacking Hillary supporters but I do get angry when she shuts the door on single-payer health care. I cannot afford the ""affordable"" health care that is out there today, so I am seeking an advocate.",0
"Imago Dei & Pastor McKinley believe that gay sex is sinful and that gays do not deserve the protections that come with legal marriage.  That is treating them as second class citizens.  My friend Jason's love for his husband means nothing to Pastor McKinley, yet Jason's love for his husband is very much part of who Jason is.

Please source Pastor McKinley saying something in support of equality between a gay couple and a hetero married couple.

It has to be specific to homosexuality- I am not gonna accept some punt from the New Testament about loving everyone. I want McKinley saying that gays are equal.",1
"David, you ought to consider checking your facts rather than making things up all while being a bully and a troll.",1
"“Most high school kids across America today couldn’t identify a clitoris.”
That's the prime reason Google was invented.",1
LTD needs to be neutered.,1
The media views its 'job' as defining the debate so it can guide the electorate to its preferred result.  The fact that Trump and Sanders are demonstrating that they don't have that power is what has their knickers in a bunch.  They are finding out what the non-establishment voters know already; it sucks to be irrelevant.,1
"1211 N Loring is The Party Place, http://thepartyplace.com/   Not the East Coast company the Party People",0
I'll take crazy over incompetent. Morrison for Portland!,1
"that's because you have the debate skills of a child. you could not refute anything I posted, and like a child you boast of your uncivil flagging of posts you cannot refute that expose your profound ignorance. I expect people like you to behave socially retarded.",1
"WTF Schor & Sponberg?

Get real- Levoy Finnicum was a fundy Mormon terrorist who is now considered a martyr by a movement characterized by extreme racism (Aaron Campbell was marked by Cain and can never enter Heaven). 

Some nut job can and will try and kill the officer and his or her family.  Remember  that Bundy supporters threatened women, children and clergy at their homes in Harney County.

Both Schor and Sponberg are advocating a position that has a great chance of ending in murder of an Oregon law enforcement officer (or two).   They are accidentally siding with Bundy supporters on this one.

As always, Wheeler is the only sane person in the room.
Portland cops shooting civilians will still be identified.  But what is chilling is Schor's and Sponberg's willingness to let some idiot from Arizona show up at a deputies house and kill him.  That is a real problem folks, because the Bundys are actual terrorists. And Schor and Sponbergs are idiots.",1
"Mr. Robinson your speculations are entirely without value.  If you want to know how Trump feels about minorities, ask him.  The tendency of the media to avoid direct questions so that they can manipulate random comments is unproductive and manipulative.",0
Who's talking about starting any wars? You it seems.,0
"So let me get this right, 6 years in prison for slugging his roommate in the face while the other roommates were hiding in the bathroom? I guess young men are more like young women these days. Me and all of my friends would be doing life sentences if measure 11 was a law in the 80s. But that would be true if buddies tattled on each other back then. And went to the emergency room for a face punch. Times have sure changed.",0
"it's very sad that mr finicum died behind this action as it it does seem to have been fruitless.  the bundy-ites  wound up preaching to the choir and didn't turn any heads that weren't in that vein of thought already.  LaVoy should have stayed home with his wife and kids and taken care of business at home.  he died a martyr in only a few minds, the already converted.  for the rest of us it seems just a waste of a good  life. rest in peace la voy..very sad to have seen you go..",0
"You know, you just can’t make this stuff up!

Hillary barking like a dog.",1
"Mr. Lewin would have us believe that we can substitute student’s zip codes for standardized test scores. 

I believe that students who have been educated by activists susceptible to such logical fallacies and self-serving hyperbole have been disadvantaged far more by the professional shortcomings of their teachers than by the socioeconomic status of their neighborhoods.",0
"I speak from several experiences. I have firsthand experience with family members with mental disabilities. I didn't have to 8th grade because I had a 10th grade aptitude having taught myself. Oregon public schools made me a teachers aide for students with learning disabilities and that's what I did for that school year. Currently my adopted daughter is a special ed teacher. As for your ""or maybe you're just an idiot"" comment, I never expect people like you to post anything remotely intelligent as you are incapable of addressing what I posted. That would require intelligence.",1
You cannot end one fantasy by establishing another fantasy. Trump has masterfully proven liberals do not have a monopoly on stupidity.,1
"I am 3rd generation Portlander and we are proud of our town because we love it here. People flooded here after this show, raised our prices of living and then move back to California or wherever while pushing out families that have lived here for generations. Stay away if you don't like WIERDOS or rain...we don't need you!",1
"the RG can be an absolute embarrassment to professional journalism. We're no longer debating the issue of social parasites pawned off as ""homeless,"" we're discussing the intellectual bankruptcy of the RG censoring debate.",1
"Earth to Goldberg, it's been thirty years since Reagan was in office.  Time to stop worshiping at his shrine and look for  fresh ideas.",0
Clearly some context is needed around which Star Trek series specifically we're comparing against.,0
"I can't help but laugh when I see democrats/progressives pointing fingers at the GOP with an arrogance and self satisfied look of contentment on their smug faces and say things like "" the best bet for the GOP this election cycle may be to vote for none of the above"" ...Really? 

Let us not forget that this condescending nonsense is coming from the same people who just finished cursing the world with 8 yrs of the worst POTUS ever w/Barrack  Obama and who are currently running:
 1) A 74 yr old crazy, economically illiterate avowed communist who wrote in the 1970s that the country was close to experiencing a nuclear apocalypse or ""death by poison gas."" but it gets better ...He also claimed cervical cancer was caused by women not experiencing enough orgasms and when he launched his campaign in May, he actually blamed the abundance of consumer goods for child hunger. Oh and don’t forget how much women love being raped because Bernie hasn’t. 

2) and Hillary Clinton 

hahahahahaha",1
"OK. I get that people are easily duped. So who does Bowers think is the best candidate? Criticism comes easy to Bowers, and even good writing. He says we are ""uneducated"". Please educate us.
As far as Clinton, though I am no fan, what crime has she been convicted of? If she has not been convicted, then his charge ""criminal"" is yet to be decided in the courts. But as Bowers says, people believe things without proof. 
He also takes on the Clinton's for being the 1 percenters who are demanding that the 1 percenters pay their fair share of taxes. Isn't that making a case for your own group to ""own up""? Would he be OK with Sanders, who has little wealth but who demands that the 1 percenters to pay more in taxes?
Bowers denigrates the populace for political ignorance. But where can one find truth with Rubio insinuating that Trump's finger size indicate his manliness, or Cruz claiming a Democratic victory will result in sand blasting religious symbols off the headstones of graves?",1
"Nike and Intel already get special tax breaks from the state. All for the big corporations, but it is the mom and pop businesses that get harder than the corporate giants because, outside of Business Tax Deductions, they generally cannot bring in revenues to match their demands and don't get the Governor and sometimes unions to bargain for or special deals cut for them. That's all I'm saying.",0
"These thugs deserve the full weight of the law, they are domestic terrorists.",1
"What a ridiculous, click-bait article.  She has lived here part time for several years, especially after the new SK album was released.  She still does.  How is this article-worthy?",1
"This, my friends, is the calamitous state higher education is brought to when business types are allowed to run the show.
Universities are not corporations. Instructors are not managers. Students are not widgets or customers.
Tenure is a time-honored standard of higher education for one reason, one that is crucial to the functioning of a free and true university: it allows faculty to take positions that are against the norm, against popular opinion, and to foster open discussion. 
Without this guarantee, people like the ignorant chairman can put pressure on spineless administrators to fire those who teach positions they do not favor.
Time for a new chairman!
(follow the link to see how right-wing conservatives are gutting N. Carolina's universities http://www.thenation.com/article/how-right-wing-political-machine-dismantling-higher-education-north-carolina/)",0
"What a shameful, stupid anti-semitic comment.",1
"While I recognize that an R-G editorial doesn't have enough space to present a complete, factual analysis, it does merit more than the pathetic, formulaic reactions of the Luddites below.
 
As someone who pays a substantial tax, I support efforts to help young women find the true nature of womanhood, which I find so beautiful and inspiring.

You old farts need to go back to your Pinochle and let the reasonable and compassionate world move on.

-- Paul",1
I do love Yataimura Maru's ramen.   It is a perfect food for Portland's long winter.   And PDX does kick a little ass.,1
I have more than addressed everything you said as a coward debater who put me down about Singapore and how I should show you how it's done. Now you're running like a coward from the fight you picked because you're only humiliating yourself in public an ignorant boob who hasn't a clue of what you're talking about.,1
"It isn't just the criminal vagrants. Liberals are used to dealing with them as their events always attract vagrancy. A Grateful Dead concert or the Country Fair are prime examples. It is liberalism, a social disease, that is a cancer on downtown Eugene, that alienates. I had to stop vending Lane County Farmers Market though I came in the top 1% in sales. I averaged a pathetic $300 a week in gross sales because the manner these incompetent criminal liberals operate they alienate the spending consumer. I averaged $3200 a week vending Beaverton Farmers Market. Here the spending consumer goes to River Road to the farm stands.",0
"Having interacted with John Chally during an (unsuccessful) attempt to adopt, I must say, he has a finely honed sense for how to extract money from people who are desperate for a child and have nowhere else to turn.",0
"NE, there are certainly a lot of people like you in Eugene. You support the schools, want smaller classes, more money spent on education, and have a lot of faith and trust in our educational leaders. I had the same views on 4J schools  when I first moved here. After spending a few years studying education, I realized that the problem isn't money and it isn't even necessarily large class sizes. ( math classes can be effective with 50 kids, 1 teacher and a couple tutors; or better yet just put them in a computer lab with online curriculum saving big $). There are two major problems. First is a teacher's union advancing the interests of the teachers at the expense of the kids. The second problem is failed education theory that our local administrators and teachers have wholly embraced.  I hope more people like you stop blindly trusting the ""people in the trenches"" because they are the ones digging the holes.",0
"They are all equally odious , not for the views they hold which many oppose on simple ethical grounds but because of the general stupidity of human talking monkeys.  Holding desperately to dated societal structures and inequalities is the formula for a ruling class to ultimately fail. History is rife with examples. Of course the funniest is that inequality and racism are moronic from an evolutionary and biological standpoint purely.",1
"@Micheal Morrow  
""..Mormon minority membership remains miniscule"" I think you mean minuscule. However the Mormon church is quite successful recruiting non-whites. They have hundreds of thousands of members in Mexico, Brazil, the Pacific in particular. 
Ironically, while you might be slightly more open to a progressive form of Christianity, 91% of those types - mainline churches - are white. That's a problem, for them.",1
"Jordan uh-hum woyzeck,

Although this must be an embarrassing time, trolling only makes one look more desperate and pathetic.",1
"EPA gives a grant to stop logging.  Why would it cost $1.2 million to stop logging?  And really, the best thing states can do is to tell the Feds to keep their money and take a hike-from environmental issues or education, just go away.",0
"This is an interesting story, I suppose, but the analogy just doesn't work.  In order for the analogy to work Portland = New York City and that is absurd. Also, New Jersey is not a suburb of New York City, no matter how many people from that state commute to work in NYC.  I live in Oregon now (on the coast) and I'm from the east coast. I've lived in Jersey, I've worked in Manhattan and at one point I lived in New Jersey while working in Manhattan.  Semantic arguments  aside, one state is not a suburb of another state.",0
"Could it be the mirroring of admiration for GOP front runner Donald Trump, a misogynistic xenophobe, serial liar, bully, and overt racist with several divorces and bankruptcies?",1
"I think what we have here is a case when a coach gets so frustrated at the fact that his team (which he as probably seen play very aggressive against teams that mirror them) got on the court against a predominately if not all African American Team and wanted no parts of the competition physically. In a attempt to say hey fellas its basketball, hello!!! don't be afraid of them cause they don't look like you. Please fellas it can't be because they don't look like you. Damn it, it is. I can't believe this ish! Can you envision the frustration a coach could have if he believes his team is not playing defense because they don't want to touch a kid that is umm ""black."" Is this a far fetched assumption by coach Adelman? Did he handle it correctly, not sure but......",1
"It sounds like your perspective is that, until we have eliminated all ""Homicides, Rapes, Assaults, Hit and Runs"", etc. we should not enforce or worry about other crimes, such as Burglary, Vandalism, Graffiti, Shoplifting, Driving on the Wrong Side of The Road, etc. Correct?",0
"I'm going to smoke pot just to make this fair. Ten years ago we had just as many stoners as we do today. DUH. For decades the police have had to be trained for impairment, which included pot. DUH. We have spent hundreds of billions of dollars on prohibition that empowered the black market, and caused crime to increase. yet a simpleton like you fails to grasp youre profound stupidity has lost the war on drugs, people no longer buy into your refer madness lies/propaganda, and it totally sucks to be you. On behalf of the stoners of Oregon, thank you for your ability to continue to humiliate yourself in public for our entertainment.",1
"McKinney notes the problems we face and the options open to us by electing Sanders for President. Some will rightfully say that Sanders' ideals are too lofty. Congress is gridlocked. Corporations are too strong. The Supreme Court is too political. Yes, they say, it is hopeless, so just be one of the masses, accept corporate dominance of our Congress, accept that the 1% is getting half the wealth growth. They say, things are so bad, just be happy with incremental changes because that all you will get.
I have not given up on our country. I should not have to become an expert in healthcare, food ingredients, recycling process or educational institutions and loans to effect change. I still believe government can - with good leaders - do a better job than I can in the really difficult areas of protecting consumers. If we don't get Sanders, we tried. And we will be back.",0
"The irony is just too rich.  Whimpering about poor little ol' Greenland ... while riding in a big metal bird that spews hundreds of tons of CO2 into the atmosphere, every trip.  :-/  Ms. Heron, do you realize just how hugely you enlarged your carbon footprint, with that nice little jaunt to Europe?  Until you're a little less ignorant (and/or hypocritical) yourself, you're hardly in any position to hector others about what they might or might not being doing to the climate.",1
"Federal Child Safety Lock Act of 2005 effective April 24 2006 

 In October 2005, Congress passed and President Bush signed into law legislation making it unlawful for any licensed importer, manufacturer or dealer to sell or transfer any handgun unless the transferee is provided with a secure gun storage or safety device.
A “secure gun storage or safety device” is defined in 18 U.S.C. § 921(a)(34) as:
(A) a device that, when installed on a firearm, is designed to prevent the firearm from being operated without first deactivating the device;
(B) a device incorporated into the design of the firearm that is designed to prevent the operation of the firearm by anyone not having access to the device; or
C) a safe, gun safe, gun case, lock box, or other device that is designed to be or can be used to store a firearm and that is designed to be unlocked only by means of a key, a combination, or other similar means.
Dr Forester wants a law which already exists.  He needs to find  a new hobby.",0
Do not confuse these guys with facts.  They will not have anything to complain about.,0
I hate terroris sandniqqer! F u c k the homeless...,1
"Yes, we absolutely need to work to redevelop the EWEB property... it is a great location. But if Eugene continues to grow over the next 30 years at the rate it has grown over the last 30 years, we will need to do more than add housing there if we want to ensure that we have enough homes so that it remains affordable to live here without expanding the urban growth boundary.",0
"You're doing a fine job Lizzy, keep up the good work!",0
"I'll take ""Shitty Reviews"" for $600, Alex.",1
"I suspect that your views are slanted away from Vinis.  I  suspect that 'push polling' is in play by someone other than Vinis.  It is a truly stupid way to try an affect a voter; it develops people like Ms. Fischer into more vocal advocates for Vinis instead of just another voter who supports her.  Implying that she is a liar by saying this was 'her supposed polling experience' also puts you into the category of someone whose motives and moral values are subject to serious question.  I live in Springfield, so don't really have a dog in this fight except to call you out for your snide remarks.",1
"Imago Dei is part of the CB Network, which is political.

Here is what Imago Dei thinks but doesn't have the cajones to post:


""Along the busy road you'll find First Conservative Baptist Church. Behind its gates their message board reads: 
""Homosexuality is a sin choice. It does not trump my bill of rights.""

Marisol Riddell lives in the Mandarin neighborhood where the sign is posted for all to see. Riddell says she's uncomfortable with that message being so close to home.

""It's always too close to home whenever there's bigotry or homophobia,"" said Riddell. ""Because I love all of my neighbors.""",0
"We don't quite know what the change is yet, at least for the longer term.  All we know is that it has been badly managed.",0
"Mr/Ms so-called Brown,
I did not say anything about Latino nannies. Now did you come up with that kind of detail? Hmm.  

You speak of an integrated school, but from your statement it is clear that you are fine with any or all neighborhood families being thrown out of Ainsworth (""redistricted"") so long as you are not affected.  The worst kind of hypocrite is the one that does not even realize it.

BTW I am brown, so don't bring your racist BS argument here. Can you reconcile your statement with the fact that the Ainsworth SI program has so few minorities? Why are you so opposed to making the program more inclusive?",1
"The state of Oregon Department of Environmental Quality, and the Health Authority, are unable to accomplish their mandate for public health and environmental assessment because their regulators, the state legislature, erroneously sees such pointedly investigative contaminant sampling and assessment as being inherently politically and fiscally subversive. The legislature cannot  understand that environmental assessment with integrity of science SAVES us vast sums of money by finding and fixing our water quality and air quality mistakes so that we do not have to continue to make those mistakes, and continue paying with our health and money, on into the future needlessly. We need to vote (hire) legislators that can understand how contaminant assessment and reduction can SAVE far more money than it costs to do.
We may not have all the money we need at any point in time, but we must have the intelligence to place our identified problem onto the prioritization table for fixing soon.",0
"UPDATE : The President of the United States of America and his former Secretary of State Hillary Clinton blamed the Paris mass murders on an obscure internet video.

Oops!  My mistake; they only blame internet videos when our own US ambassador and his staff are murdered by these mohammedan psychos.

Thank you, Belgium, for handling reality better than the current clueless US government does.",1
"This reminds me of that Billy Connelly school story... When the kids laughed at something the dry and crusty teacher would ask ""What's so funny Mr. Connelly ? Answer: ""You'll never know you sad bastard!""",1
"There's a word for you welfare cowboys: stupid. None of you seem to know anything about how the refuge was established, what the constitution really says, and what the federal government really does. Move to Mexico or something, please.",1
"Beyond that, the Comp Plan is a massive and complex document with interconnected issues and policies that many folks have trouble fully understanding what it all means and how it might affect them. The meetings are usually quite dry, require large investments in terms of hours with no guarantee of a slot to speak. And each hearing covers a wide range of issues. It's not the kind of process that makes it easy to organize around policies, rouse the public, and find a way to speak in a unified voice--especially in a way that elevates the voices of those most vulnerable to displacement, climate change, and other major challenges like lack of adequate transportation access. 350PDX has promoted the Comp Plan hearings and has sent people there to speak, though at a certain point it becomes hard to distinguish anyone from such a large crowd with differing interests. <continued>",0
Please move back to California,0
Yeah. Fcuk supporting an astronomical fcuk,1
"The only part that was opinion was guessing the price of the latte. A full-time, minimum-wage worker in Portland in 2022 will make a gross salary of $30,680, regardless of where he or she is employed, thanks to the governor's signature today. Feel free to use your crystal ball to calculate tax rates, benefits and sick time six years from now.",0
"I was responding to the ""local incubators"" comment specifically. I support the incubators but I can do that and be realistic about their current impact. They have to be supported as a future job engine... I don't think 170 jobs produced from millions of dollars of investment is a win right now, and shouldn't be the metric, but it is what it is.",0
"But if they do this, all the panhandlers will go to Eugene !
Oh darn !",1
"I guess I would say that you, as a man, haven't had to deal with systematic oppression based on your gender and that you are part of the dominant group and therefore have the luxury of thinking that gender doesn't play a role in anything. And thank you for telling me who I want to vote for! I won't say it was your testicles that helped you do it, but I don't think they hurt in this situation either.",1
"""Bring your goddamn umbrella."" A++",1
"Wow. You prove the point made in the letter.  Just how many wars would you like to start at once?  Like The Donald, anyone who does not agree with you must be naive or stupid.  You believe other countries don't notice our attitude about education and take advantage of it? Good luck with that.",1
Good to know.,0
It's real simple ...if you want wage rates to rise ....get rid of all of the illegal aliens currently keeping then artificially low,1
Do you mean a PIO?,0
"Well, if the allegation in the lawsuit is true that there was a big truck wheel lying in the road, that caused the driver to have to swerve, that totally changes everything.",0
"There's a lot bad one can say about Schnitzer based on this story, and he stands an excellent chance of dying well before his son has grown up, but, as a 69-year-old who teachers Sunday school to 7th & 8th graders, volunteers with pre- and grade-schoolers, and has two grandchildren, I can assure you that you are completely wrong about a person his age's ability to relate and participate with his son.",0
"All of those are good ideas. One of the problems is that our local district attorney's office has steadfastly refused to prosecute drug dealers for years. They cite a lack of resources, but I suspect that if those dealers were ruining the DA's neighborhood those resources would be found before the end of the day.

As to the other ideas, Yolo County, near Sacramento, conducted a large trial of them. They took 63 people off the river, carefully assessed their needs, got them drug treatment and job training while housing them in a hotel, provided veterinary service to their pets, assisted them with outstanding legal problems and interfaced with the feds to help them get whatever benefits they qualified for. In the end, just over half of them successfully re-entered society. Yeah, we could/should do that here, imo.",0
"RG editors represent the comfortable middle class who see no need to change the way the US economy is run. Hey, works for them. It's not working for about half of the US population who are working-class or poor. For us the need for change is urgent, and it has to be enough change. If the statewide $15 per hour minimum wage initiative gets on the ballot I will gladly vote for it. Human nature being what it is -- we don't like change -- sometimes change has to be forced.",0
Some of the young 'travelers' are living a chosen lifestyle. I doubt that they realize that they'll be forty in a flash and sixty a few weeks later. Those on the street because of substance abuse have to want help. The mentally ill are underserved. There's more to a vibrant downtown than Eugene is able to offer. It's been poorly managed for probably too long.,0
"Jules is the candidate who attends an anti-gay, misogynist church.  I suspect the PAT didn't know that when they endorsed him.   Now they are in a bad position- piss off the possible mayor and hurt the union, or offend all the groups
that Bailey's church condemns as sinners.   I like PAT and I wish they hadn't endorsed a man who is deep down inside, probably a bigot.  Because he chose that bigot church out of all the churches in Portland.",1
"It's far more likely that raccoons killed his chickens, possibly even a fox or coyote or hawks. I've been hearing updates on how crazy this guy is for years and I don't even live in Springfield.",0
"Wish the officer could have shot for an arm,leg or stomach. I know that sounds silly . I know how they were taught to shoot and why. I just wish he didn't have to die. The overall impact I feel would have been greater if he would have had to stand trial. Their cause ,(because they were armed) was doomed to end badly. The thought, spot on.",1
"""This law subverts our ability to be watchful."" - You need to pay closer attention.  All this bill does is make current case law here in Oregon statutory.   The legal system is already operating on this basis, and no abuse has ever occurred.  

""Conflating the civil disobedience of a group who has to date never hurt or killed anyone with radical Muslim extremists is nonsense"" - No, they are very much the same thing.   Both are being tracked by the Southern Poverty Law Center and others for being hate groups, as well as being monitored by the Department of Homeland Security.  Both pose a real danger to the government and to members of law enforcement.   They are heavily armed, and often threaten violence.

You forget about all of the many reports that came out of Burns, of people being intimidated and threatened by the Malheur occupiers and their supporters.  Many people in Burns were scared.  Those arrested all appear to be very dangerous armed individuals, who are mentally ill.",1
"What's interesting is Windwalker is bringing up some pretty sensible stuff and many of you refuse to even discuss it.  What's also interesting that you are anonymous. It is you who look pretty foolish. You aren't fooling anyone with your bias.  Windwalkerr point is being illustrated though every erratic response 'your side' is making: All three are surrounded by unhealthy people..it's becoming apparent. None of you are able to have a rational conversation. Windwalker was not saying Mr Brown was innocent from what I can see, just that those around him and his supporters pretty neurotic..",1
"Why does Eugene keep obsessing about one corner of one street? Find another empty lot, or tear down the useless bus depot and develop that instead.",0
"""they and their parents entered into “formal accountability agreements” with prosecutors."" They won't see a dime of their legal costs back.",0
"And after they've (EWEB) convinced everyone to conserve water, they can raise the rate they charge for water.",0
Thousands turn out for Justin Bieber concerts too. It's still shit.,1
"This is not surprising at all, this is the way things work. I don't know who to point the finger at more, the millionaire who lends money without HIS OWN lawyers drafting contracts, or Travis, the self absorbed arrogant felon whose only real profession is spending other people's money. 

The industry, just like other industries, are influenced by money, lawyers, and lobbyists. 

People think it's soooo easy to become ""part of the goldrush"".  Newsflash, there is going to be A LOT of lawsuits in the next 3 years as people pour money into start ups that don't have the proper knowledge OR LEGITIMATE SALES CONTACTS to make the rec game work. 

I can not wait until all the southern oregon and central oregon growers are sitting on mounds and mounds of mediocre bud with RFID tags on them. 

Good luck with THAT!",0
"Ha, ha, ha!",0
"What a waste of time... this project hardly deserves this kind of coverage. 22 pictures and a lengthy article about --- wait for it ---- a remodeled golf green. Mr. Bellamy, you sir have way too much time on your hands.

PATHETIC",1
Oh.  I thought it was about greed.,0
I would hope that her sexual digression would limit her haul in the divorce.,0
"Pretty ironic that all these commenters are enjoying the fruits of British colonialism. Was it perfect? Of course not.  But let's see, the British basically brought the world standardized education, sanitation, and yes, human rights.  You'll tell me the honor killings, caste systems, and sexual mutilation of young girls was brought to the former British colonies like India and Pakistan by the British? Ask any resident of Singapore or Maylaysia if they would go back to pre-colonial times. And are YOU willing to give it all up and move back to where you're ancestors are from and live how they lived? Most likely you'll be crapping in a bowl and eating rat milk and scabs for your weekly meal. Put up, or shut up. That said, I'll probably pass on the restaurant.",1
"I sympathize with your concerns, but using your real name and personal information on any website, this or any other, subjects you to scrutiny down the road. If you do not give your personal information (as I don't), then the ""behavioral profile"" is worthless to any buyer.",0
"The Resturant industry has always fought for tip credit. It allows them to pay wages BELOW the minimum wage by counting an employees tips to satisfy the employer's obligation to pay the minimum wage. The employers often choose to employ workers less than the minimum hours to qualify for benefits and as parttime workers, they need the tips to get by. The reality is that workers who work lunch shifts or breakfast shifts do not get the high tip income. The reality is that nearly ALL these workers are not unionized and are subject to the employer's arbitrary assignment of hours...and number of hours...Most are also expected to share their tips with busboys, etc. . The reality is that employer violations of wage and hour laws in the resturant industry is among the highest of any industry in Oregon. That SOME fancier resturants have SOME waiters or waitresses in Portland  may  earn a higher wage hides the reality that MOST do not, especially outside of Portland's trendier spots.",0
"It's not actually. Diversity has inherent value. If you only hire cisgender white men, only the ideas, talents, and social backgrounds of cisgender white men will be available to you. Plenty of people take that option because of their subconscious racism/sexism/etc... From a libertarian perspective (one I've heard from libertarians, I'm not a libertarian myself), people who do not take diversity into account are robbing their businesses/organizations/bureaus of the success those varied backgrounds can provide - only thoroughly tapping the potential of about 43% of the population. 
From my own perspective (socialist-ish), a lot of personal ""baggage"" comes from my heritage (specifically from shit white people have done to my ancestors), and I ask for distributive justice. I'm happy to fight for that same justice for others, if they want an ally.",1
Just a note--even most conservatives and gun owners thought Bundy was a nutjob. Even his nutjob father thought he was a nutjob. That's nutjob squared.,1
"When Piercy was running for re-election as state rep we crossed paths. She told me if I voted for her she would work hard to restore school budgets to adequate levels. I asked a simple question: ""what is the school budget per child now?"" She pretended not to understand the question so I rephrased it; ""how much as we spending per child on public education?"" She finally admitted she had no idea the answer, and so I asked her: ""if you do not know what the school budget actually is, how do you know if it is adequately funded or not?"" She wouldn't answer that question, and bailed. I am hard pressed to think of a more incompetent, uneducated fool, to hold office than Piercy.",1
They are terrorists pure and simple.,1
Thanks!,0
Grow your own :),0
"No potty mouthing in the editorial DR. But potty mouthing is now front and center for the GOP ""elite"". For example, Rubio's reference to Trump's lack of anatomical size and leaky plumbing. Embarrassment and shame on him. What's next, spitting?",1
"Fun times!

The fraud is over.

https://supremecourtcase.files.wordpress.com/2016/01/demand-for-payment-of-damages-31-federal-actors-january-28-2016.pdf",0
"I would think ""nano""guy is probably pretty accomplished in his field to have gotten the position he has.  probably not the kind of bull hockey ""qualifications"" of some of the U's choices....
   and I'll never believe a university head is more valuable that someone doing significant research to deal with cancer  sorry.",0
"Interesting review, with all respect, I don't question your opinion on this but what kinds of movies do you like?  Thanks.",0
also thanks jay,0
